ID,AUTHOR,DATE,CONTENT,CLASS
1056,Ari Kip,2014-12-19T17:00:34.759000,Check out this video on YouTube:﻿,1
1057,Kassidy Norris,2014-12-18T22:33:26.485000,Check out this video on YouTube:lo﻿,1
1058,Janja Kmetič,2014-12-17T15:37:12.685000,Check out this video on YouTube﻿,1
1059,AUSENCIO garrido,2014-12-17T02:33:31.397000,Check out this video on YouTube:﻿,1
1060,Jesse Basurto,2014-12-12T08:50:18.674000,Check out this video on YouTube: I ﻿,1
1061,Ben Smith,2014-12-10T16:53:09.604000,Check out this video on YouTube:﻿,1
1062,Tyler Jackson,2014-12-10T16:28:43.637000,subscribe to my channel yo - DJ Feelz﻿,1
1063,Edgar's Finest,2014-12-09T05:35:45.812000,Hey guys subscribe to my chanel and i will subscribe back and like all your vids :)<br /><br />﻿,1
1064,LegacyStarz OS,2014-12-07T06:40:55.233000,Check out this video on YouTube:﻿,1
1065,caitlyn keffer,2014-12-06T19:45:01.381000,Check out this video on YouTube:﻿,1
1066,DERRICK HANFORD,2014-12-05T22:52:29.316000,White people are going extinct for more information subscribe to my channel or search for videos on &quot;white genocide&quot;  thank you﻿,1
1067,omar tellez,2014-12-05T03:58:16.030000,Check out this video on YouTube:﻿,1
1068,tchangkou,2014-12-04T01:31:02.296000,Check out this video on YouTube:﻿,1
1069,Tan Jia Min,2014-11-29T05:53:19.584000,Check out this video on YouTube:..🌈🌈🌈﻿,1
1070,GORHD/TV Studio,2014-11-25T16:15:50.566000,subscribers please`﻿,1
1071,Jaymes Michie,2014-11-11T18:01:00.198000,Yo like what up this song is fricking beast anywon herd the see mee rollin or I woke up in a new Buggti check out nuketown rap I was shooting in it see my nice quick scoping things training for faze adoult freind sang I was at my freinds house doing it we just had the rap going and we were doing fun things ﻿,1
1072,craftygirl20141,2014-11-10T19:46:03.336000,hi everyone this is cool check out sexy and i know it﻿,1
1073,Sean B,2014-11-10T07:35:42.081000,"Check out our app to solve all your party/drunk problems! <br /><a href=""https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en"">https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en</a>﻿",1
1074,Malyka Mason,2014-11-09T13:59:14.102000,Check out this video on YouTube:it is a old track but it still bad﻿,1
1075,Alex Despotovic,2014-11-08T05:52:20.157000,Check out my youtube channel for cool beatboxing (:﻿,1
1076,2010shevy,2014-11-06T01:23:03.262000,Check out this video on YouTube:﻿,1
1077,OFFICIAL LEXIS,2014-11-04T20:26:48.030000,Hi everyone! Do you like music? Then why not check out my music channel. The LEXIS band will be uploading their own songs and covers soon so don&#39;t miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one click. -&gt;﻿,1
1078,Hunter Scott,2014-11-01T04:23:42.175000,SUBSCRIBE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,1
1079,Toan732,2014-10-31T02:49:34.017000,Ummm... I just hit 1k subscribers. I make Minecraft videos. Help me out by checking me out?﻿,1
1080,Sami Nashawi,2014-10-29T15:28:53.402000,SUP GUS THIS IS A VIDEO FOR PEOPLE WHO LOVES PARTY ROCK SO THANKS FOR WATCHING AND PLEASE SUBSCRIBE:)!!﻿,1
1081,Por Phizer,2014-10-16T20:10:15.922000,Hey Guys Jaylan Here And I Just Wanted Everybody To Know if Yall Can Subscribe Please That Would Be Great! This Is My New Gaming Channel (Have Not Uploaded Yet)But I Will Upload If I Hit About 10 Subs Thank You :D﻿,1
1082,Sebastian Garcia,2014-10-16T00:50:14.327000,great l subscribe﻿,1
1083,krayziejcs,2014-10-15T19:57:29.498000,Check out this video on YouTube:jjiwajwkajajqjaubkm﻿,1
1084,Maria Martinez,2014-10-12T03:13:00.872000,Check out this video on YouTube:﻿,1
1085,johnlord joaquino,2014-10-10T11:31:33.153000,3m subscribers but look at the views its 700 million wtf :P﻿,1
1086,Rajnoor Bawa,2014-10-07T17:48:27.641000,Check out this video on YouTube:﻿,1
1087,James Marrin,2014-10-05T01:41:04.984000,Check out my YouTube channel I can rap﻿,1
1088,bebishyne alicdan,2014-10-04T13:16:55.971000,Check out this video on YouTube:﻿,1
1089,Brittany Tennyson,2014-10-04T04:31:08.642000,Check out this video on YouTu﻿,1
1090,((A.B)),2014-10-04T01:35:02.414000,"LMFAO is CRAZY DOPE!!! CHeck out my music on my channel if you have a minute, it would mean a lot. Much love!!﻿",1
1091,xiaoying chen,2014-10-02T15:00:43.724000,Check out this video on YouTube:﻿,1
1092,Guren - MKII,2014-10-01T19:53:07.387000,everyday i&#39;m subscribe﻿,1
1093,ＯＧＶＡＤＥＲ,2014-09-29T02:54:58.986000,man check out the raps on my channel im better rapper than these nigger fools﻿,1
1094,Whami inc.,2014-09-27T17:41:15.536000,go check out our video﻿,1
1095,ZeDesXiA AIliVe,2014-09-19T17:47:37.826000,😼👍😏 Like This Comment 😏👍😼﻿,1
1096,Alenaid Zeledon,2014-09-18T19:21:53.622000,Check out this video on YouTube:﻿,1
1097,All Or Nothing AMV,2014-09-16T11:02:58.430000,Subscribe﻿,1
1098,Unknown Name (buddhist monkie),2014-09-13T11:35:51.066000,Check out this video on YouTube:<br />Looking for my wood pile...<br />Anyone seen it? Hmm?&#39;<br />How bout some pie now <br />Ladies?&#39;﻿,1
1099,Hoye Boyz,2014-09-13T09:07:27.253000,"HAHAA THIS DANCE IS TIGHTTTT<br /><br />I know y&#39;all &quot;…ain&#39;t got time for MY demo man&quot;  but check out some of my stuff<br /><br />Slappers on slappers on bangers! Click that link below to peep game! ENJOY. <br /><br /><a href=""https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk"">https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk</a>﻿",1
1100,lil jay,2014-09-10T03:52:22.309000,Check out my music niggas﻿,1
1101,mihir Sanjay,2014-09-04T15:24:31.780000,Check out this video on YouTube:﻿,1
1102,budhanmike,2014-09-01T03:32:14.127000,Check out this funny video &quot;Cereal Box Knocks out Baby&quot; on my channel.﻿,1
1103,Kikilaronk “Kiki” Loz,2014-08-31T16:39:30.472000,Subscribe to me if u think &quot;swag&quot; is fucking stupid﻿,1
1104,Dávvvid ツ,2014-08-31T12:06:37.835000,Tuto to subscribe to my channel because you should sign up for 17 l please thank you I&#39;d do anything for you to sign up a lot of good video I usually do!﻿,1
1105,Ragnarok,2014-08-19T19:53:09.770000,Abomination! Subscribe if you agree :| party here in my channel. cool lights.﻿,1
1106,ViralVinesHD,2014-08-18T00:25:09.584000,"Like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a $20 paypal giveaway like this comment so your friends can see it or others and they can also be entered GO !!!﻿",1
1107,Nossnevs SWEDEN,2014-08-12T15:44:16.615000,"Check out: My Hood Doh, by Flixter Nossnevs﻿",1
1108,ZeroxAbood677,2014-08-07T13:57:40.272000,Nezo and Ed<br />Like&amp;share this page on facebook please ﻿,1
1109,RandomFuntime,2014-08-04T13:27:47.451000,"Hey I&#39;m a British youtuber!!<br />I upload Weekly!! <br />It would mean the world if you could subscribe!!<br />Thanks,Joyce!!<br />﻿",1
1110,footboxG,2014-08-03T22:28:17.610000,Subscribe to my channel !﻿,1
1111,Henry Cousins,2014-07-27T18:24:57.907000,"hi guys please check out my vids , i will promos to subscribe to you to﻿",1
1112,Lisa UKGirl,2014-07-26T18:46:28.500000,Hey plz check out my music video. Thanks!! :-)﻿,1
1113,Mah Productions,2014-07-26T17:07:51.274000,Check the shit out on my channel<br /><br /><br />SUBSCRIBE YOU WILL LIKE IT﻿,1
1114,Renee Nelson,2014-07-23T22:23:47.235000,Good video﻿,0
1115,t tatsuya,2014-07-23T13:19:09.247000,very good song:)﻿,0
1116,Dávid Baranovič,2014-07-23T11:57:11.271000,every bady yust have a good time﻿,0
1117,mariosergopao,2014-07-23T10:58:59.825000, are  there  people who like  this shit? hahahahah :P<br />this isn&#39;t even real music.......... it&#39;s computer-based music.....<br />well done music industry.....﻿,0
1118,Devin Thornton,2014-07-23T08:37:48.377000,i love this song so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
1119,ItstheSauce92,2014-07-23T05:22:52.881000,No one makes me wanna party like LMFAO does... I just wanna rage every time one of these songs comes on. The only other band that does that is &quot;On the Rocks Inc.&quot; those kids know how to party﻿,0
1120,Naga Berapi,2014-07-22T19:53:51.238000,The best song ever!﻿,0
1121,Naga Berapi,2014-07-22T19:53:49.636000,The best song ever!﻿,0
1122,ownpear902,2014-07-22T18:44:36.299000,"check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>﻿",1
1123,kimberly dezan,2014-07-22T18:38:37.217000,Love your song makes me happy﻿,0
1124,fulvio colace,2014-07-22T16:54:45.949000,OOOOO SHUFFLLLLLLLLLLLLLLLLLLLLLLINNNNN﻿,0
1125,Salah DK,2014-07-22T13:45:20.355000,awesome﻿,0
1126,Juan Martinez,2014-07-22T13:22:54.111000,I learned the shuffle because of them﻿,0
1127,Robotic Band,2014-07-22T12:52:36.698000,The best Song i saw ❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘﻿,0
1128,aXXeHackeR,2014-07-22T11:41:57.927000,watch this with sound off!﻿,0
1129,Ksenia Vladimirova,2014-07-22T11:06:07.798000,Looooooooove this song!!!!!!!!!:))))))﻿,0
1130,ItsJoey Dash,2014-07-22T10:04:05.755000,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1
1131,ItsJoey Dash,2014-07-22T10:04:00.700000,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1
1132,ItsJoey Dash,2014-07-22T10:02:25.925000,EVERYONE PLEASE GO SUBSCRIBE TO MY CHANNEL OR JUST LOON AT MY VIDEOS﻿,1
1133,Salty Croc,2014-07-22T04:20:37.489000,Like this comment for no reason﻿,1
1134,Bob Orton,2014-07-22T00:26:50.820000,love this song﻿,0
1135,LuckyMusiqLive,2014-07-21T22:25:54.048000,this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿,1
1136,xXxPWND 420xXx,2014-07-21T11:05:51.945000,HOW MANY THUMBS UP FOR LOUIS SAVING THE DAY!?!?﻿,1
1137,Matheus Macedo,2014-07-21T04:24:24.585000,NICE :3﻿,0
1138,Lisa Wellas,,+447935454150 lovely girl talk to me xxx﻿,1
1139,jason graham,2015-05-29T02:26:10.652000,I always end up coming back to this song<br />﻿,0
1140,Ajkal Khan,,"my sister just received over 6,500 new <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23active"">#active</a> youtube views Right now. The only thing she used was pimpmyviews. com﻿",1
1141,Dakota Taylor,2015-05-29T02:13:07.810000,Cool﻿,0
1142,Jihad Naser,,Hello I&#39;am from Palastine﻿,1
1143,Darrion Johnson,2015-05-29T01:27:30.360000,Wow this video almost has a billion views! Didn&#39;t know it was so popular ﻿,0
1144,kyeman13,,Go check out my rapping video called Four Wheels please ❤️﻿,1
1145,Damax,2015-05-29T00:41:22.426000,Almost 1 billion﻿,0
1146,Muhammad Asim Mansha,,Aslamu Lykum... From Pakistan﻿,1
1147,JuanPa Rap,2015-05-28T23:23:41.231000,Eminem is idol for very people in España and Mexico or Latinoamerica﻿,0
1148,Mjt12,,Help me get 50 subs please ﻿,1
1149,emily 13,2015-05-28T23:10:37.700000,i love song :)﻿,0
1150,TheJohnRage,,"Alright ladies, if you like this song, then check out John Rage.  He&#39;s a smoking hot rapper coming into the game.  He&#39;s not better than Eminem lyrically, but he&#39;s hotter. Hear some of his songs on my channel.﻿",1
1151,William Davis,2015-05-28T22:42:19.185000,The perfect example of abuse from husbands and the thing is I&#39;m a feminist so I definitely agree with this song and well...if I see this someone&#39;s going to die! Just sayin.﻿,0
1152,Ashleigh_ Baise,2015-05-28T22:21:26.037000,The boyfriend was Charlie from the TV show LOST ﻿,0
1153,Lauralyn Karoll,,"<a href=""https://www.facebook.com/groups/100877300245414/"">https://www.facebook.com/groups/100877300245414/</a>﻿",1
1154,Shirley Lim,,Take a look at this video on YouTube:﻿,1
1155,TMCB production (Instrumental Beats),,Check out our Channel for nice Beats!!﻿,1
1156,Sylith,2015-05-28T21:50:26.114000,Rihanna and Eminem together are unstoppable.﻿,0
1157,nepaladventure,,Check out this playlist on YouTube:﻿,1
1158,Pugnsuit,2015-05-28T21:32:08.714000,This song is about Rape and Cheating     <br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Basically.....﻿,0
1159,Inga Lomidze,,like please﻿,1
1160,Izana,2015-05-28T20:46:16.348000,"I love this song, can&#39;t believe it was 5 years ago, it doesn&#39;t get old though﻿",0
1161,Daniel Klous,2015-05-28T20:24:21.778000,OMG that looks just like a piece of the mirror of harry potter and the deathly hallows.<br />Either that house. (sirius black)﻿,0
1162,Martin Gébele MUSIC,,"I shared my first song &quot;I Want You&quot;, and I hope you&#39;ll like it. Take a listen!✌️😊 <a href=""https://youtu.be/-YfUY4gKr1c"">https://youtu.be/-YfUY4gKr1c</a>﻿",1
1163,Crudgy,,Come and check out my music!Im spamming on loads of videos but its just to try and get my music across to new people﻿,1
1164,Joyce Jones,,Check out this playlist on YouTube:﻿,1
1165,Hambro,,HUH HYUCK HYUCK IM SPECIAL WHO&#39;S WATCHING THIS IN 2015 IM FROM AUSTRALIA OR SOMETHING GIVE ME ATTENTION PLEASE IM JUST A RAPPER WITH A DREAM IM GONNA SHARE THIS ON GOOGLE PLUS BECAUSE IM SO COOL.﻿,1
1166,LIL TEZ,2015-05-28T20:11:52.781000,"You exactly who u want to be,watching your favourite rappers on tv﻿",0
1167,Maryf,2015-05-28T19:27:42.212000,Rihanna is absolutely gorgeous in this video.﻿,0
1168,There's No Saving Grace (FreakOffLeash),,Check out this video on YouTube:<br /><br />Love this song... It&#39;s all good will never go back that but I&#39;ll always remember the passion but never want to go back to being dysfunctional insanity....... Goal is to live happy not live insane. ﻿,1
1169,Kishore sl,2015-05-28T18:41:47.260000,"Don&#39;t love someone soo much, love the way u lie..﻿",0
1170,Dragon Addict,2015-05-28T17:49:36.288000,one of the BEST SONGS in music history﻿,0
1171,Belinda Mitchell,,Check out this playlist on YouTube:﻿,1
1172,Klaudia Marysol,,Check out this video on YouTube:﻿,1
1173,Rachael Knapp,,Check out this video on YouTube:﻿,1
1174,susie johnson,2015-05-28T17:27:31.425000,No-I hate The Way U LIe!!﻿,0
1175,Playboy 808,2015-05-28T17:25:06.652000,Fuck Eminem. Bieber is the best &lt;3﻿,0
1176,Melissa Erhart,,Check out this playlist on YouTube:chcfcvzfzfbvzdr﻿,1
1177,melissa delaney,,Check out this playlist on YouTube: ﻿,1
1178,Ben Romanucci,,Im gonna share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind. That he learned and rapped about and forgot before eminem spit his first ryme.luv ya linz 4e﻿,1
1179,kevin alvarado,,Check out this video on YouTube:﻿,1
1180,mona lavallee,,Check out this video on YouTube<br /><br /><br />﻿,1
1181,Daniel Wagemans,,CHECK OUT THE NEW REMIX !!!<br />CLICK CLICK !!﻿,1
1182,Greg Porter,,Check out this playlist on YouTube:﻿,1
1183,Chris Faith,,I personally have never been in a abusive relationship. I probably never will. I don&#39;t hit women. Mom has my dad used to hit my mom before he left. I can relate I&#39;m writing about one at the moment subscribe to hear it. EVERY fan counts.﻿,1
1184,sonia prudencio,2015-05-28T16:58:53.855000,Love😘❤💖﻿,0
1185,Romulus IV,2015-05-28T16:09:13.677000,"Haha, I can&#39;t believe how many kids listen to Eminem.  You kids know that he does drugs and ends high in jail. I wonder why he never ended OD. ﻿",0
1186,awsome models,,plese subscribe to me﻿,1
1187,Kyle Joyce,,Check out this video on YouTube:﻿,1
1188,CypherBrothers,,"Aye homies check out our remix to 50 Cent Your Life Is On The Line we just started our youtube channel and we are all ways working hard, give us some feed back on our latest song on what you guys think if you like show support.﻿",1
1189,Lynda Johnson,2015-05-28T15:19:53.599000,this is the 2nd most best song when im gone by m&amp;m﻿,0
1190,Bryan Carter,,Check out this video on YouTube:﻿,1
1191,Bo Lanciné MAGASSOUBA,2015-05-28T11:47:37.722000,"WE GO FOR 1,000,000,000 FOR EMINEM﻿",0
1192,Supernatural Kubilay,2015-05-28T07:23:37.637000,Eminem and Rihanna sing the song very well.﻿,0
1193,Bilinmeyenin Bilinmeyeni,,Subscribe me Secret videos :D﻿,1
1194,Janie Musgrove,,Check out this video on YouTube:﻿,1
1195,Karen Cook,,Check out this video on YouTube:but I&#39;m not Rhinnah﻿,1
1196,ultimatecleanmusic,,Subscribe to me for clean Eminem!,1
1197,DJ ROY,," Hey youtubers... {**}I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the           music world. {**}I dont have any money to advertise my channel, {**}If you could just visit my channel, comment on my video or subscribe, that would be great.... {**}It will only be few seconds of your life..... {**}Thank u to all the people who just gave me a chance l really appreciate it ",1
1198,Puan Sha Zamri,2015-05-28T07:22:25.813000,LOVE THE WAY YOU LIE ..&quot;﻿,0
1199,andrewregino1,,Check out this video on YouTube:﻿,1
1200,Pedazo Astur,,This guy win dollars sleeping... m m m he loves the planet its full of RETARDS,1
1201,A Way With Words,,Check out our cover of this song!,1
1202,Louis Serano,,Check out this video on YouTube:﻿,1
1203,Muhamat Agus,2015-05-28T06:20:49.335000,goot﻿,0
1204,iSmartKid,2015-05-28T03:27:18.079000,2015 but Im still listening to this!﻿,0
1205,Jodie Jackson,2015-05-28T01:55:43.908000,"How is this the most watched Eminem video, it beats not afraid? ﻿",0
1206,themagicmangotree,,Check out my channel for funny skits! Thanks!,1
1207,AllDailyVines,,hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,1
1208,Samantha Sawyer,,please read this please! i am a country singer who is trying to become someone. so if you would like my videos please. just type... boys round here by country girl (only on computer) wasting all these tears e.t. please subscribe and like,1
1209,Tajuanna Davis,,Check out this video on YouTube:﻿,1
1210,FreshX,,"GUYS SHARE THIS VIDEO!!!!!  HE must have 1.000.000.000 views  Share on Facebook, groups, pages!!",1
1211,Wild 'N' Out,,CHECK OUT Eminem - Rap God LYRIC VIDEO,1
1212,Alura Patterson,2015-05-28T01:51:54.181000,Love this song﻿,0
1213,Cristian Sepulveda,2015-05-28T01:47:29.843000,"Rihana, Love Me. :(﻿",0
1214,Michael J. Cabose,,like this comment then type 1337,1
1215,RoyEpperson,2015-05-28T00:59:58.305000,Is that Charlie from lost?<br />﻿,0
1216,TheSkullcrusher73,2015-05-28T00:13:57.590000,who the fuck cheats on megan fox﻿,0
1217,Sebastian Martinez,2015-05-27T23:35:12.915000,that is megan fox﻿,0
1218,Febe Gonzalez,2015-05-27T21:01:51.708000,I love music﻿,0
1219,Michael J. Cabose,,like this comment then type 1337,1
1220,Laura Da Silva,2015-05-27T20:53:19.614000,❤❤❤❤❤❤❤﻿,0
1221,Bayern Franken,2015-05-27T20:37:13.947000,"hot,hot﻿",0
1222,Tyler Gilman,,Check out this video on YouTube:﻿,1
1223,ViperFoe,,"Wow justin Bieber is Better  thats why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice, and flaming hot cheetos that he can eat with the power of the samurman.",1
1224,Jimmy Hopkins,2015-05-27T20:02:52.297000,this fucking song like a&#39;n oreo the only white part is the good 1﻿,0
1225,Dale Sullivan,2015-05-27T19:09:05.210000,"no where near one of eminems actual best songs, real fans know what im talking about: Untitled, cold wind blows, welcome 2 hell, elevator, business, wtp, almost famous, 25 to life, rock bottom, no apologies, same song and dance, without me, way i am, toy soldiers, mosh and insane &lt; songs off the top of my head that&#39;s better﻿",0
1226,volleyballspikerable,,"Finally someone shares the same opinion as me. I&#39;ve tried really hard to like Gangnam style but I just can&#39;t, I don&#39;t even get the dance either. A song like this should be more popular than Gangnam Style, at least it makes sense.",1
1227,DanteBTV,,Check Out The New Hot Video By Dante B Called Riled Up,1
1228,DanteBTV,,Check Out The New Hot Video By Dante B Called Riled Up,1
1229,Ali Baza,2015-05-27T18:33:10.607000,"Still listening,still same pleasure﻿",0
1230,Josephine Monti,,▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌ FACEBOOK PASSWORD HACK 2013! facebook-pass-hack2013.blogspot.com ONLY 100% WORKING SOFTWARE FOR HACKING ANY FACEBOOK PASSWORD! It&#39;s FREE for download and breaks any password in 10-15 minutes! 100% virus free! For details and FREE DOWNLOAD please visit facebook-pass-hack2013.blogspot.com ▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌,1
1231,Aurora Calvanelli,2015-05-27T18:00:23.754000,I love you!❤✨﻿,0
1232,LXZNY,2015-05-27T17:47:58.539000,2010? The time past so fast ..﻿,0
1233,Dakoda Bigelow,,"Hey everyone, I&#39;m Dakoda Bigelow.  I&#39;m a 17 year old singer, rapper and producer.  I&#39;ve gained over 490,000 views so far but I really need more views, likes and subscribers in order to make it.  Check out my brand new music video for my song So Gone!  Also check out my new song called Deaf.  A few moments of your time would be greatly appreciated and you won&#39;t regret it :)  Please thumbs this up so more people can see it!  Thanks for the support.",1
1234,ankan412,2015-05-27T17:38:49.616000,#2015 FUCK YEAH﻿,0
1235,UserGamer51 _,2015-05-27T17:33:07.626000,eminem is a ginius stop!﻿,0
1236,Fill Reseni,2015-05-27T17:10:53.724000,The rap: cool     Rihanna: STTUUPID﻿,0
1237,Amer Amer,2015-05-27T15:40:48.105000,Just gonna stand there and hear me cry ..﻿,0
1238,AliBerk Özer,2015-05-27T15:16:59.137000,Love﻿,0
1239,King Kunta,2015-05-27T09:59:32.192000,Feels and emotions in this song...God damn﻿,0
1240,Joden Brett,,all u should go check out j rants vi about eminem,1
1241,GB REEFAT,2015-05-27T07:44:24.226000,MEGAN FOX AND EMINEM TOGETHER IN A VIDEO  DOESNT GET BETTER THAN THAT﻿,0
1242,char mcleod,,"Check out this video on YouTube: <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Eminem"">#Eminem</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Lovethewayyoulie"">#Lovethewayyoulie</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RapGod"">#RapGod</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23King"">#King</a> ﻿",1
1243,101Tele,,"yo I know nobody will probably even read this..  But I’m gonna type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",1
1244,leslie mendoza,2015-05-27T04:28:42.896000,best song﻿,0
1245,real money,, subscribe to my feed,1
1246,SlimShadyPG,,"EVERYONE GO AND SHARE youtu  be/ARkglzjQuP0 ON FB,TWITTER,G+ TO VOTE FOR EMINEM TO BECOME ARTIST OF THE YEAR ON FIRST EVER YOUTUBE MUSIC AWARDS !!!  AND GET THIS METHOD TO CHEAT AT INTERNET ROULETTE OUT OF EMINEMS VIDEO ! SHADY ARTIST OF THE YEAR !",1
1247,MegaEvilMonkee,,Check out Em&#39;s dope new song monster here: /watch?v=w6gkM-XNY2M  MMLP2 FTW :),1
1248,Adela Korman,,  Check out my SEXY VIDEO :*,1
1249,Adela Korman,,  Check out my SEXY VIDEO :*,1
1250,Sean Gormaly,2015-05-27T01:47:25.865000,Is that Charlie from lost?﻿,0
1251,DrAxel81,2015-05-26T23:58:40.132000,Anyone else notice that Megan Fox is in this video?﻿,0
1252,Chuck Norris,,Do you need more instagram followers or photo likes? Check out IGBlast.com and get em in minutes!,1
1253,DanteBTV,,Check Out The New Hot Video By Dante B Called Riled Up,1
1254,DanteBTV,,Check Out The New Hot Video By Dante B Called Riled Up,1
1255,101Tele,,"yo I know nobody will probably even read this..  but, Imma type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",1
1256,Anon,,"youtube.com/watch?v=2ASFn9ShgHk&amp;feature=youtu.be  please check out my song. looking for feedback, and supporters.",1
1257,WeTheDopeSquad,,WATCH MY VIDEOS AND SUBSCRIBE,1
1258,AllDailyVines,,:D subscribe to me for daily vines,1
1259,Emma Fedorova,2015-05-26T22:16:39.932000,LOVE IT!!!!!!!﻿,0
1260,Brandtastic 1080,,Hay dakota u earned a subscribee,1
1261,Andrew Guasch,,"Listen...Check out Andrew Guasch - Crazy, Sick Flow...I&#39;m dope....that&#39;s all there is too it. If you like it Subscribe, if not, Ill be with Aftermath of TDE Soon enough.  One Love,  Peace.",1
1262,DanteBTV,,Check Out The New Hot Video By Dante B Called Riled Up,1
1263,Zach Myers,2015-05-26T19:46:46.819000,I hate rap and I like this song﻿,0
1264,Chris Edgar,2015-05-26T18:40:11.037000,Love the way you lie - Driveshaft﻿,0
1265,Jakab Norbert,2015-05-26T17:26:02.908000,2010:(﻿,0
1266,Marsonal Carrey,2015-05-26T17:25:43.332000,"1,000,000 VIEWS NEAR﻿",0
1267,Jacob Johnson,,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Chillpal . Sturdy . Astauand . Johackle . Chorenn . Ethosien . Changeable . Public . Noxu . Ploosnar . Looplab . Hoppler . Delicious . False . Scitenoa . Locobot . Heartbreaking . Thirsty . Reminiscent",1
1268,Sean Messi Y.,2015-05-26T17:12:28.337000,this song is NICE﻿,0
